timestamp,source_ip,destination_ip,source_port,destination_port,protocol,event_type,username,login_status,http_method,url_or_path,response_status_code,bytes_transferred,true_label
2025-01-01T09:55:42,192.168.1.252,10.0.0.5,51213,443,TCP,login,alice,success,GET,/products,200,1251,normal
2025-01-01T09:56:06,192.168.1.208,10.0.0.5,18570,443,TCP,login,alice,success,GET,/home,200,1928,normal
2025-01-01T09:56:18,192.168.1.170,10.0.0.5,31300,443,TCP,login,alice,success,GET,/contact,200,644,normal
2025-01-01T09:57:10,192.168.1.150,10.0.0.5,33113,443,TCP,login,erin,success,GET,/products,200,3858,normal
2025-01-01T09:57:27,192.168.1.157,10.0.0.5,25528,443,TCP,login,erin,success,GET,/products,200,4618,normal
2025-01-01T09:57:44,192.168.1.95,10.0.0.5,26882,443,TCP,login,erin,failed,GET,/home,200,2366,normal
2025-01-01T09:58:23,192.168.1.223,10.0.0.5,19241,443,TCP,login,bob,success,GET,/contact,200,3188,normal
2025-01-01T09:58:41,192.168.1.20,10.0.0.5,19274,443,TCP,login,carol,success,GET,/cart,200,4176,normal
2025-01-01T09:59:40,192.168.1.27,10.0.0.5,30969,443,TCP,login,dave,success,GET,/home,200,1380,normal
2025-01-01T09:59:56,192.168.1.69,10.0.0.5,8038,443,TCP,login,bob,success,GET,/cart,200,4732,normal
